[27Nov2024 19:29:17.777] [main/INFO] [cpw.mods.modlauncher.Launcher/MODLAUNCHER]: ModLauncher running: args [--launchTarget, forgeserver, --fml.forgeVersion, 43.4.2, --fml.mcVersion, 1.19.2, --fml.forgeGroup, net.minecraftforge, --fml.mcpVersion, 20220805.130853]
[27Nov2024 19:29:17.781] [main/INFO] [cpw.mods.modlauncher.Launcher/MODLAUNCHER]: ModLauncher 10.0.8+10.0.8+main.0ef7e830 starting: java version 21.0.4 by Microsoft; OS Linux arch amd64 version 6.5.0-1025-azure
[27Nov2024 19:29:18.062] [main/INFO] [mixin/]: SpongePowered MIXIN Subsystem Version=0.8.5 Source=union:/workspaces/Zombies-server/servidor_minecraft/libraries/org/spongepowered/mixin/0.8.5/mixin-0.8.5.jar%2363!/ Service=ModLauncher Env=SERVER
[27Nov2024 19:29:18.415] [main/WARN] [net.minecraftforge.fml.loading.moddiscovery.ModFileParser/LOADING]: Mod file /workspaces/Zombies-server/servidor_minecraft/libraries/net/minecraftforge/fmlcore/1.19.2-43.4.2/fmlcore-1.19.2-43.4.2.jar is missing mods.toml file
[27Nov2024 19:29:18.416] [main/WARN] [net.minecraftforge.fml.loading.moddiscovery.ModFileParser/LOADING]: Mod file /workspaces/Zombies-server/servidor_minecraft/libraries/net/minecraftforge/javafmllanguage/1.19.2-43.4.2/javafmllanguage-1.19.2-43.4.2.jar is missing mods.toml file
[27Nov2024 19:29:18.418] [main/WARN] [net.minecraftforge.fml.loading.moddiscovery.ModFileParser/LOADING]: Mod file /workspaces/Zombies-server/servidor_minecraft/libraries/net/minecraftforge/lowcodelanguage/1.19.2-43.4.2/lowcodelanguage-1.19.2-43.4.2.jar is missing mods.toml file
[27Nov2024 19:29:18.419] [main/WARN] [net.minecraftforge.fml.loading.moddiscovery.ModFileParser/LOADING]: Mod file /workspaces/Zombies-server/servidor_minecraft/libraries/net/minecraftforge/mclanguage/1.19.2-43.4.2/mclanguage-1.19.2-43.4.2.jar is missing mods.toml file
[27Nov2024 19:29:18.575] [main/INFO] [net.minecraftforge.fml.loading.moddiscovery.JarInJarDependencyLocator/]: Found 2 dependencies adding them to mods collection
[27Nov2024 19:29:20.397] [main/INFO] [mixin/]: Compatibility level set to JAVA_17
[27Nov2024 19:29:20.472] [main/INFO] [cpw.mods.modlauncher.LaunchServiceHandler/MODLAUNCHER]: Launching target 'forgeserver' with arguments []
[27Nov2024 19:29:20.517] [main/WARN] [mixin/]: Reference map 'ambientsounds.mixins.refmap.json' for ambientsounds.mixins.json could not be read. If this is a development environment you can ignore this message
[27Nov2024 19:29:25.673] [main/INFO] [net.minecraft.util.datafix.DataFixers/]: Building unoptimized datafixer
[27Nov2024 19:29:27.873] [modloading-worker-0/INFO] [dev.architectury.networking.forge.NetworkManagerImpl/]: Registering C2S receiver with id architectury:sync_ids
[27Nov2024 19:29:27.874] [modloading-worker-0/INFO] [realmayus.aquatictorches.AquaticTorches/]: Aquatic Torches loaded.
[27Nov2024 19:29:27.906] [modloading-worker-0/INFO] [net.minecraftforge.common.ForgeMod/FORGEMOD]: Forge mod loading, version 43.4.2, for MC 1.19.2 with MCP 20220805.130853
[27Nov2024 19:29:27.907] [modloading-worker-0/INFO] [net.minecraftforge.common.MinecraftForge/FORGE]: MinecraftForge v43.4.2 Initialized
[27Nov2024 19:29:27.955] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Configuration file /workspaces/Zombies-server/servidor_minecraft/config/appleskin-client.toml is not correct. Correcting
[27Nov2024 19:29:27.957] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key client was corrected from null to its default, SimpleCommentedConfig:{}. 
[27Nov2024 19:29:31.490] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key minecraft.arrow.allowSpawners was corrected from null to its default, true. 
[27Nov2024 19:29:31.491] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key minecraft.arrow.allowSpawnEggs was corrected from null to its default, true. 
[27Nov2024 19:29:31.491] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key minecraft.arrow.allowConversions was corrected from null to its default, true. 
[27Nov2024 19:29:31.492] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key minecraft.arrow.removeAggressively was corrected from null to its default, false. 
[27Nov2024 19:29:31.492] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key minecraft.axolotl was corrected from null to its default, SimpleCommentedConfig:{}. 
[27Nov2024 19:29:31.492] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key minecraft.axolotl.allowNormalSpawning was corrected from null to its default, true. 
[27Nov2024 19:29:31.492] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key minecraft.axolotl.allowSpawners was corrected from null to its default, true. 
[27Nov2024 19:29:31.492] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key minecraft.axolotl.allowSpawnEggs was corrected from null to its default, true. 
[27Nov2024 19:29:31.494] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key minecraft.axolotl.allowConversions was corrected from null to its default, true. 
[27Nov2024 19:29:31.494] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key minecraft.axolotl.removeAggressively was corrected from null to its default, false. 
[27Nov2024 19:29:31.494] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key minecraft.bat was corrected from null to its default, SimpleCommentedConfig:{}. 
[27Nov2024 19:29:31.495] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key minecraft.bat.allowNormalSpawning was corrected from null to its default, true. 
[27Nov2024 19:29:31.495] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key minecraft.bat.allowSpawners was corrected from null to its default, true. 
[27Nov2024 19:29:31.495] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key minecraft.bat.allowSpawnEggs was corrected from null to its default, true. 
[27Nov2024 19:29:31.495] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key minecraft.bat.allowConversions was corrected from null to its default, true. 
[27Nov2024 19:29:31.496] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key minecraft.bat.removeAggressively was corrected from null to its default, false. 
[27Nov2024 19:29:31.496] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key minecraft.bee was corrected from null to its default, SimpleCommentedConfig:{}. 
[27Nov2024 19:29:31.496] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key minecraft.bee.allowNormalSpawning was corrected from null to its default, true. 
[27Nov2024 19:29:31.497] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key minecraft.bee.allowSpawners was corrected from null to its default, true. 
[27Nov2024 19:29:31.497] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key minecraft.bee.allowSpawnEggs was corrected from null to its default, true. 
[27Nov2024 19:29:31.498] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key minecraft.bee.allowConversions was corrected from null to its default, true. 
[27Nov2024 19:29:31.498] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key minecraft.bee.removeAggressively was corrected from null to its default, false. 
[27Nov2024 19:29:31.498] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key minecraft.blaze was corrected from null to its default, SimpleCommentedConfig:{}. 
[27Nov2024 19:29:31.498] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key minecraft.blaze.allowNormalSpawning was corrected from null to its default, true. 
[27Nov2024 19:29:31.498] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key minecraft.blaze.allowSpawners was corrected from null to its default, true. 
[27Nov2024 19:29:31.499] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key minecraft.blaze.allowSpawnEggs was corrected from null to its default, true. 
[27Nov2024 19:29:31.499] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key minecraft.blaze.allowConversions was corrected from null to its default, true. 
[27Nov2024 19:29:31.499] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key minecraft.blaze.removeAggressively was corrected from null to its default, false. 
[27Nov2024 19:29:31.499] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key minecraft.boat was corrected from null to its default, SimpleCommentedConfig:{}. 
[27Nov2024 19:29:31.500] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key minecraft.boat.allowNormalSpawning was corrected from null to its default, true. 
[27Nov2024 19:29:31.500] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key minecraft.boat.allowSpawners was corrected from null to its default, true. 
[27Nov2024 19:29:31.500] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key minecraft.boat.allowSpawnEggs was corrected from null to its default, true. 
[27Nov2024 19:29:31.500] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key minecraft.boat.allowConversions was corrected from null to its default, true. 
[27Nov2024 19:29:31.500] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key minecraft.boat.removeAggressively was corrected from null to its default, false. 
[27Nov2024 19:29:31.501] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key minecraft.chest_boat was corrected from null to its default, SimpleCommentedConfig:{}. 
[27Nov2024 19:29:31.501] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key minecraft.chest_boat.allowNormalSpawning was corrected from null to its default, true. 
[27Nov2024 19:29:31.501] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key minecraft.chest_boat.allowSpawners was corrected from null to its default, true. 
[27Nov2024 19:29:31.501] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key minecraft.chest_boat.allowSpawnEggs was corrected from null to its default, true. 
[27Nov2024 19:29:31.501] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key minecraft.chest_boat.allowConversions was corrected from null to its default, true. 
[27Nov2024 19:29:31.502] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key minecraft.chest_boat.removeAggressively was corrected from null to its default, false. 
[27Nov2024 19:29:31.502] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key minecraft.cat was corrected from null to its default, SimpleCommentedConfig:{}. 
[27Nov2024 19:29:31.502] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key minecraft.cat.allowNormalSpawning was corrected from null to its default, true. 
[27Nov2024 19:29:31.502] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key minecraft.cat.allowSpawners was corrected from null to its default, true. 
[27Nov2024 19:29:31.502] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key minecraft.cat.allowSpawnEggs was corrected from null to its default, true. 
[27Nov2024 19:29:31.503] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key minecraft.cat.allowConversions was corrected from null to its default, true. 
[27Nov2024 19:29:31.503] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key minecraft.cat.removeAggressively was corrected from null to its default, false. 
[27Nov2024 19:29:31.503] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key minecraft.cave_spider was corrected from null to its default, SimpleCommentedConfig:{}. 
[27Nov2024 19:29:31.503] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key minecraft.cave_spider.allowNormalSpawning was corrected from null to its default, true. 
[27Nov2024 19:29:31.503] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key minecraft.cave_spider.allowSpawners was corrected from null to its default, true. 
[27Nov2024 19:29:31.504] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key minecraft.cave_spider.allowSpawnEggs was corrected from null to its default, true. 
[27Nov2024 19:29:31.504] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key minecraft.cave_spider.allowConversions was corrected from null to its default, true. 
[27Nov2024 19:29:31.504] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key minecraft.cave_spider.removeAggressively was corrected from null to its default, false. 
[27Nov2024 19:29:31.504] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key minecraft.chicken was corrected from null to its default, SimpleCommentedConfig:{}. 
[27Nov2024 19:29:31.504] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key minecraft.chicken.allowNormalSpawning was corrected from null to its default, true. 
[27Nov2024 19:29:31.505] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key minecraft.chicken.allowSpawners was corrected from null to its default, true. 
[27Nov2024 19:29:31.505] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key minecraft.chicken.allowSpawnEggs was corrected from null to its default, true. 
[27Nov2024 19:29:31.505] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key minecraft.chicken.allowConversions was corrected from null to its default, true. 
[27Nov2024 19:29:31.505] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key minecraft.chicken.removeAggressively was corrected from null to its default, false. 
[27Nov2024 19:29:31.506] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key minecraft.cod was corrected from null to its default, SimpleCommentedConfig:{}. 
[27Nov2024 19:29:31.506] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key minecraft.cod.allowNormalSpawning was corrected from null to its default, true. 
[27Nov2024 19:29:31.506] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key minecraft.cod.allowSpawners was corrected from null to its default, true. 
[27Nov2024 19:29:31.506] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key minecraft.cod.allowSpawnEggs was corrected from null to its default, true. 
[27Nov2024 19:29:31.506] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key minecraft.cod.allowConversions was corrected from null to its default, true. 
[27Nov2024 19:29:31.507] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key minecraft.cod.removeAggressively was corrected from null to its default, false. 
[27Nov2024 19:29:31.507] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key minecraft.cow was corrected from null to its default, SimpleCommentedConfig:{}. 
[27Nov2024 19:29:31.507] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key minecraft.cow.allowNormalSpawning was corrected from null to its default, true. 
[27Nov2024 19:29:31.507] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key minecraft.cow.allowSpawners was corrected from null to its default, true. 
[27Nov2024 19:29:31.507] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key minecraft.cow.allowSpawnEggs was corrected from null to its default, true. 
[27Nov2024 19:29:31.508] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key minecraft.cow.allowConversions was corrected from null to its default, true. 
[27Nov2024 19:29:31.508] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key minecraft.cow.removeAggressively was corrected from null to its default, false. 
[27Nov2024 19:29:31.508] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key minecraft.creeper was corrected from null to its default, SimpleCommentedConfig:{}. 
[27Nov2024 19:29:31.508] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key minecraft.creeper.allowNormalSpawning was corrected from null to its default, true. 
[27Nov2024 19:29:31.508] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key minecraft.creeper.allowSpawners was corrected from null to its default, true. 
[27Nov2024 19:29:31.509] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key minecraft.creeper.allowSpawnEggs was corrected from null to its default, true. 
[27Nov2024 19:29:31.509] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key minecraft.creeper.allowConversions was corrected from null to its default, true. 
[27Nov2024 19:29:31.509] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key minecraft.creeper.removeAggressively was corrected from null to its default, false. 
[27Nov2024 19:29:31.509] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key minecraft.dolphin was corrected from null to its default, SimpleCommentedConfig:{}. 
[27Nov2024 19:29:31.509] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key minecraft.dolphin.allowNormalSpawning was corrected from null to its default, true. 
[27Nov2024 19:29:31.510] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key minecraft.dolphin.allowSpawners was corrected from null to its default, true. 
[27Nov2024 19:29:31.510] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key minecraft.dolphin.allowSpawnEggs was corrected from null to its default, true. 
[27Nov2024 19:29:31.510] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key minecraft.dolphin.allowConversions was corrected from null to its default, true. 
[27Nov2024 19:29:31.510] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key minecraft.dolphin.removeAggressively was corrected from null to its default, false. 
[27Nov2024 19:29:31.511] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key minecraft.donkey was corrected from null to its default, SimpleCommentedConfig:{}. 
[27Nov2024 19:29:31.511] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key minecraft.donkey.allowNormalSpawning was corrected from null to its default, true. 
[27Nov2024 19:29:31.511] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key minecraft.donkey.allowSpawners was corrected from null to its default, true. 
[27Nov2024 19:29:31.511] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key minecraft.donkey.allowSpawnEggs was corrected from null to its default, true. 
[27Nov2024 19:29:31.511] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key minecraft.donkey.allowConversions was corrected from null to its default, true. 
[27Nov2024 19:29:31.512] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key minecraft.donkey.removeAggressively was corrected from null to its default, false. 
[27Nov2024 19:29:31.512] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key minecraft.dragon_fireball was corrected from null to its default, SimpleCommentedConfig:{}. 
[27Nov2024 19:29:31.512] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key minecraft.dragon_fireball.allowNormalSpawning was corrected from null to its default, true. 
[27Nov2024 19:29:31.512] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key minecraft.dragon_fireball.allowSpawners was corrected from null to its default, true. 
[27Nov2024 19:29:31.513] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key minecraft.dragon_fireball.allowSpawnEggs was corrected from null to its default, true. 
[27Nov2024 19:29:31.513] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key minecraft.dragon_fireball.allowConversions was corrected from null to its default, true. 
[27Nov2024 19:29:31.513] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key minecraft.dragon_fireball.removeAggressively was corrected from null to its default, false. 
[27Nov2024 19:29:31.514] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key minecraft.drowned was corrected from null to its default, SimpleCommentedConfig:{}. 
[27Nov2024 19:29:31.514] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key minecraft.drowned.allowNormalSpawning was corrected from null to its default, true. 
[27Nov2024 19:29:31.514] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key minecraft.drowned.allowSpawners was corrected from null to its default, true. 
[27Nov2024 19:29:31.514] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key minecraft.drowned.allowSpawnEggs was corrected from null to its default, true. 
[27Nov2024 19:29:31.514] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key minecraft.drowned.allowConversions was corrected from null to its default, true. 
[27Nov2024 19:29:31.515] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key minecraft.drowned.removeAggressively was corrected from null to its default, false. 
[27Nov2024 19:29:31.515] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key minecraft.elder_guardian was corrected from null to its default, SimpleCommentedConfig:{}. 
[27Nov2024 19:29:31.515] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key minecraft.elder_guardian.allowNormalSpawning was corrected from null to its default, true. 
[27Nov2024 19:29:31.515] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key minecraft.elder_guardian.allowSpawners was corrected from null to its default, true. 
[27Nov2024 19:29:31.516] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key minecraft.elder_guardian.allowSpawnEggs was corrected from null to its default, true. 
[27Nov2024 19:29:31.516] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key minecraft.elder_guardian.allowConversions was corrected from null to its default, true. 
[27Nov2024 19:29:31.516] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key minecraft.elder_guardian.removeAggressively was corrected from null to its default, false. 
[27Nov2024 19:29:31.516] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key minecraft.end_crystal was corrected from null to its default, SimpleCommentedConfig:{}. 
[27Nov2024 19:29:31.517] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key minecraft.end_crystal.allowNormalSpawning was corrected from null to its default, true. 
[27Nov2024 19:29:31.517] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key minecraft.end_crystal.allowSpawners was corrected from null to its default, true. 
[27Nov2024 19:29:31.517] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key minecraft.end_crystal.allowSpawnEggs was corrected from null to its default, true. 
[27Nov2024 19:29:31.517] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key minecraft.end_crystal.allowConversions was corrected from null to its default, true. 
[27Nov2024 19:29:31.518] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key minecraft.end_crystal.removeAggressively was corrected from null to its default, false. 
[27Nov2024 19:29:31.518] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key minecraft.ender_dragon was corrected from null to its default, SimpleCommentedConfig:{}. 
[27Nov2024 19:29:31.518] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key minecraft.ender_dragon.allowNormalSpawning was corrected from null to its default, true. 
[27Nov2024 19:29:31.518] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key minecraft.ender_dragon.allowSpawners was corrected from null to its default, true. 
[27Nov2024 19:29:31.519] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key minecraft.ender_dragon.allowSpawnEggs was corrected from null to its default, true. 
[27Nov2024 19:29:31.519] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key minecraft.ender_dragon.allowConversions was corrected from null to its default, true. 
[27Nov2024 19:29:31.519] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key minecraft.ender_dragon.removeAggressively was corrected from null to its default, false. 
